DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2021-09-29                23:24:47.069              271.93387811              6526.413075               272.93387811              1632950687.069            0                         963                       1.4000387337E+02          4.4999382019E+01          3.6937500000E+01          4.5246177673E+01          4.4999229431E+01          4.7000000000E+01          0.0000000000E+00          2.9178244893E+04          5.0000000000E+00          3.1313896213E-01          3.3522487678E-01          3.2700177438E-01          3.0937262013E-01          3.2851050723E-01          3.5156462083E-01          3.4287941990E-01          3.2444036040E-01          6.4121043411E+02          2.0447218671E+00          2.1170892710E+00          2.6948038959E+00          3.5893216493E+01          0.0000000000E+00          6.5701298328E-01          8.6297537073E+01          2.9289842870E+00          1.5255193183E+02          4.4521352931E+02          3.5352723397E+01          
2021-09-29                23:24:47.539              271.93388356              6526.413206               272.93388356              1632950687.540            0                         963                       1.4001531276E+02          4.4999382019E+01          3.6937500000E+01          4.5246177673E+01          4.4999229431E+01          2.5000000000E+01          0.0000000000E+00          2.9192119552E+04          5.0000000000E+00          3.0471530285E-01          3.3440029370E-01          3.2655817298E-01          3.0937093561E-01          3.1967302858E-01          3.5070268591E-01          3.4241573074E-01          3.2443873071E-01          6.5058024662E+02          2.0447803225E+00          2.1171557451E+00          2.6950184796E+00          3.5989601952E+01          0.0000000000E+00          6.5701298328E-01          8.6297537073E+01          2.9289842870E+00          1.5255193183E+02          4.4537048181E+02          3.5352723397E+01          
2021-09-29                23:24:48.776              271.93389787              6526.413549               272.93389787              1632950688.776            0                         963                       1.4000528512E+02          4.4999382019E+01          3.6937500000E+01          4.5246177673E+01          4.4999229431E+01          4.7000000000E+01          0.0000000000E+00          2.9201210313E+04          5.0000000000E+00          2.8261001678E-01          3.3210923795E-01          3.2553032286E-01          3.0929153914E-01          2.9648147517E-01          3.4830385050E-01          3.4133828555E-01          3.2435560372E-01          6.7516856170E+02          2.0446325003E+00          2.1170183028E+00          2.6955815918E+00          3.6242539407E+01          0.0000000000E+00          6.0657412198E-01          8.6297537073E+01          3.2976100375E+00          1.5255193183E+02          4.4537048181E+02          3.5352723397E+01          
2021-09-29                23:24:49.627              271.93390772              6526.413785               272.93390772              1632950689.627            0                         963                       1.4000528512E+02          4.4999382019E+01          3.6937500000E+01          4.5246177673E+01          4.4999229431E+01          4.7000000000E+01          0.0000000000E+00          2.9201210313E+04          5.0000000000E+00          2.8260343241E-01          3.3148467064E-01          3.2493411605E-01          3.0921216501E-01          2.9647663915E-01          3.4765230742E-01          3.4071520713E-01          3.2427253005E-01          6.7516958132E+02          2.0445308440E+00          2.1169237970E+00          2.6959693317E+00          3.6416588020E+01          0.0000000000E+00          6.0657412198E-01          8.6297537073E+01          3.2976100375E+00          1.5255193183E+02          4.4537048181E+02          3.5352723397E+01          
2021-09-29                23:24:50.226              271.93391465              6526.413952               272.93391465              1632950690.226            0                         963                       1.3999130249E+02          4.4999595642E+01          3.6937500000E+01          4.5246269226E+01          4.4999168396E+01          2.0000000000E+00          0.0000000000E+00          2.9190041016E+04          5.0000000000E+00          2.9152397051E-01          3.3110759501E-01          3.2384416031E-01          3.0921565522E-01          3.0583841936E-01          3.4726051768E-01          3.3957340465E-01          3.2427641283E-01          6.5377457204E+02          2.0444593613E+00          2.1168573499E+00          2.6962422705E+00          3.6539037316E+01          0.0000000000E+00          6.0657412198E-01          8.6297537073E+01          3.2976100375E+00          1.5269402089E+02          4.4537048181E+02          3.6560219842E+01          
2021-09-29                23:24:50.977              271.93392336              6526.414161               272.93392336              1632950690.978            0                         963                       1.3999720669E+02          4.4999595642E+01          3.6937500000E+01          4.5246269226E+01          4.4999168396E+01          4.6000000000E+01          0.0000000000E+00          2.9190599894E+04          5.0000000000E+00          3.0273461874E-01          3.3093088048E-01          3.2291002970E-01          3.0932141401E-01          3.1762008994E-01          3.4707954136E-01          3.3859530558E-01          3.2438762040E-01          6.2691559503E+02          2.0443696735E+00          2.1168532231E+00          2.6994430927E+00          3.6847128117E+01          0.0000000000E+00          6.0657412198E-01          8.6342898449E+01          3.2976100375E+00          1.5269402089E+02          4.4537048181E+02          3.6560219842E+01          
2021-09-29                23:24:52.154              271.93393698              6526.414487               272.93393698              1632950692.155            0                         963                       1.3999749379E+02          4.4999595642E+01          3.6937500000E+01          4.5246269226E+01          4.4999168396E+01          4.7000000000E+01          0.0000000000E+00          2.9187093135E+04          5.0000000000E+00          3.2028391549E-01          3.3109422398E-01          3.2189301812E-01          3.0958235899E-01          3.3606592413E-01          3.4725656614E-01          3.3753006629E-01          3.2466170369E-01          5.8487700489E+02          2.0442290967E+00          2.1168461662E+00          2.7044389003E+00          3.7329337290E+01          0.0000000000E+00          6.7117085498E-01          8.6342898449E+01          2.9255970675E+00          1.5269402089E+02          4.4537048181E+02          3.6560219842E+01          
2021-09-29                23:24:52.993              271.93394669              6526.414721               272.93394669              1632950692.994            0                         963                       1.3999749379E+02          4.4999595642E+01          3.6937500000E+01          4.5246269226E+01          4.4999168396E+01          4.7000000000E+01          0.0000000000E+00          2.9187093135E+04          5.0000000000E+00          3.2029232582E-01          3.3103528486E-01          3.2187078628E-01          3.0984325789E-01          3.3609634913E-01          3.4720143124E-01          3.3751015356E-01          3.2493578282E-01          5.8487897464E+02          2.0441287901E+00          2.1168410517E+00          2.7080007816E+00          3.7673153644E+01          0.0000000000E+00          6.7117085498E-01          8.6342898449E+01          2.9255970675E+00          1.5269402089E+02          4.4537048181E+02          3.6560219842E+01          
2021-09-29                23:24:53.549              271.93395312              6526.414875               272.93395312              1632950693.550            0                         963                       1.3999126491E+02          4.4999595642E+01          3.6937500000E+01          4.5246269226E+01          4.4999168396E+01          2.5000000000E+01          0.0000000000E+00          2.9174835156E+04          5.0000000000E+00          2.9361871325E-01          3.3002402617E-01          3.2124977963E-01          3.0993858797E-01          3.0811488698E-01          3.4614503815E-01          3.3686171181E-01          3.2503615779E-01          5.7611929588E+02          2.0440621054E+00          2.1168374504E+00          2.7103615195E+00          3.7901176900E+01          0.0000000000E+00          6.7117085498E-01          8.6342898449E+01          2.9255970675E+00          1.5269402089E+02          4.4521406784E+02          3.6560219842E+01          
2021-09-29                23:24:54.854              271.93396822              6526.415237               272.93396822              1632950694.854            0                         963                       1.4000158292E+02          4.4999560322E+01          3.6937500000E+01          4.5246269226E+01          4.4999203717E+01          4.7000000000E+01          0.0000000000E+00          2.9181007009E+04          5.0000000000E+00          2.3106041099E-01          3.2720638010E-01          3.1968158743E-01          3.0962234419E-01          2.4247987072E-01          3.4319869974E-01          3.3521970708E-01          3.2470469622E-01          5.5557501479E+02          2.0438816859E+00          2.1168041522E+00          2.7158992765E+00          3.8435965445E+01          0.0000000000E+00          4.9412322471E-01          8.6342898449E+01          2.9548801794E+00          1.5269402089E+02          4.4521406784E+02          3.6560219842E+01          
