DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2021-09-30                01:25:07.726              272.01745053              6528.418813               273.01745053              1632957907.726            0                         963                       1.3999835582E+02          4.4999961853E+01          3.5875000000E+01          4.5246696472E+01          4.4999320984E+01          4.7000000000E+01          0.0000000000E+00          2.9300106774E+04          1.0000000000E+01          3.0314773680E-01          3.3031504983E-01          3.2660196962E-01          3.0865590799E-01          3.1683054982E-01          3.4526248604E-01          3.4141849264E-01          3.2263831471E-01          6.5038645987E+02          1.9715544043E+00          2.0357528312E+00          2.4855758076E+00          3.5020430221E+01          0.0000000000E+00          6.4546220086E-01          7.7319932775E+01          3.0923387725E+00          1.4129127090E+02          4.2947095193E+02          3.5603545654E+01          
2021-09-30                01:25:08.325              272.01745748              6528.418979               273.01745748              1632957908.326            0                         963                       1.3999841298E+02          4.4999961853E+01          3.5875000000E+01          4.5246696472E+01          4.4999320984E+01          2.0000000000E+00          0.0000000000E+00          2.9299503090E+04          1.0000000000E+01          2.9367924040E-01          3.3086468374E-01          3.2675151204E-01          3.0861453598E-01          3.0693576049E-01          3.4583370648E-01          3.4157637992E-01          3.2259493749E-01          6.2820458871E+02          1.9714758593E+00          2.0356848847E+00          2.4860704549E+00          3.4953947651E+01          0.0000000000E+00          6.4546220086E-01          7.7319932775E+01          3.0923387725E+00          1.4153982774E+02          4.2947095193E+02          3.4974243943E+01          
2021-09-30                01:25:09.107              272.01746652              6528.419196               273.01746652              1632957909.107            0                         963                       1.4000201416E+02          4.4999961853E+01          3.5875000000E+01          4.5246696472E+01          4.4999320984E+01          4.6000000000E+01          0.0000000000E+00          2.9299917969E+04          1.0000000000E+01          2.8135781688E-01          3.3108115986E-01          3.2640366110E-01          3.0861598128E-01          2.9406230468E-01          3.4605700648E-01          3.4121425105E-01          3.2259557323E-01          5.9933124786E+02          1.9713736240E+00          2.0356113755E+00          2.4872757341E+00          3.4879149009E+01          0.0000000000E+00          6.4546220086E-01          7.7486047884E+01          3.0923387725E+00          1.4153982774E+02          4.2947095193E+02          3.4974243943E+01          
2021-09-30                01:25:10.253              272.01747978              6528.419515               273.01747978              1632957910.253            0                         963                       1.4000010463E+02          4.5000142372E+01          3.5875000000E+01          4.5246515953E+01          4.4999320984E+01          4.7000000000E+01          0.0000000000E+00          2.9297959859E+04          1.0000000000E+01          2.6327764376E-01          3.3213351623E-01          3.2580795514E-01          3.0849466832E-01          2.7517108658E-01          3.4715204124E-01          3.4059293814E-01          3.2246829821E-01          5.5696396472E+02          1.9712236327E+00          2.0355035822E+00          2.4890461833E+00          3.4769393501E+01          0.0000000000E+00          5.5960444335E-01          7.7486047884E+01          2.8680241369E+00          1.4153982774E+02          4.2947095193E+02          3.4974243943E+01          
2021-09-30                01:25:11.065              272.01748919              6528.419741               273.01748919              1632957911.066            0                         963                       1.4000010463E+02          4.5000142372E+01          3.5875000000E+01          4.5246515953E+01          4.4999320984E+01          4.7000000000E+01          0.0000000000E+00          2.9297959859E+04          1.0000000000E+01          2.6329185860E-01          3.3027293089E-01          3.2549641164E-01          3.0837341736E-01          2.7519216276E-01          3.4520717966E-01          3.4027044398E-01          3.2234112165E-01          5.5696349659E+02          1.9711173274E+00          2.0354272163E+00          2.4903022954E+00          3.4691444471E+01          0.0000000000E+00          5.5960444335E-01          7.7486047884E+01          2.8680241369E+00          1.4153982774E+02          4.2947095193E+02          3.4974243943E+01          
2021-09-30                01:25:11.467              272.01749384              6528.419852               273.01749384              1632957911.468            0                         963                       1.3999841309E+02          4.5000175476E+01          3.5875000000E+01          4.5246482849E+01          4.4999320984E+01          2.5000000000E+01          0.0000000000E+00          2.9293968750E+04          1.0000000000E+01          2.6058531766E-01          3.2959221141E-01          3.2460721857E-01          3.0824140603E-01          2.7236578721E-01          3.4449371295E-01          3.3934024321E-01          3.2220306824E-01          5.5169169342E+02          1.9710647416E+00          2.0353894335E+00          2.4909234239E+00          3.4652919546E+01          0.0000000000E+00          5.5960444335E-01          7.7486047884E+01          2.8680241369E+00          1.4153982774E+02          4.2930922973E+02          3.4974243943E+01          
2021-09-30                01:25:12.608              272.01750704              6528.420169               273.01750704              1632957912.608            0                         963                       1.4000269781E+02          4.5000175476E+01          3.5875000000E+01          4.5246482849E+01          4.4999320984E+01          4.7000000000E+01          0.0000000000E+00          2.9296428482E+04          1.0000000000E+01          2.5291000232E-01          3.2929580877E-01          3.2390545401E-01          3.0822916220E-01          2.6435029571E-01          3.4418055335E-01          3.3860756454E-01          3.2218962205E-01          5.3674179585E+02          1.9710547049E+00          2.0354259176E+00          2.4926849419E+00          3.4543668666E+01          0.0000000000E+00          5.3789026867E-01          7.7486047884E+01          2.8335689358E+00          1.4153982774E+02          4.2930922973E+02          3.4974243943E+01          
2021-09-30                01:25:13.438              272.01751666              6528.420400               273.01751666              1632957913.439            0                         963                       1.4000269781E+02          4.5000175476E+01          3.5875000000E+01          4.5246482849E+01          4.4999320984E+01          4.7000000000E+01          0.0000000000E+00          2.9296428482E+04          1.0000000000E+01          2.5292450039E-01          3.2723171936E-01          3.2310431348E-01          3.0824934386E-01          2.6437155706E-01          3.4202355345E-01          3.3777203568E-01          3.2221048060E-01          5.3674131153E+02          1.9710474333E+00          2.0354525624E+00          2.4939691009E+00          3.4463993031E+01          0.0000000000E+00          5.3789026867E-01          7.7486047884E+01          2.8335689358E+00          1.4153982774E+02          4.2930922973E+02          3.4974243943E+01          
2021-09-30                01:25:14.013              272.01752331              6528.420559               273.01752331              1632957914.014            0                         963                       1.3999764978E+02          4.5000175476E+01          3.5932577055E+01          4.5246482849E+01          4.4999320984E+01          2.0000000000E+00          0.0000000000E+00          2.9295390177E+04          1.0000000000E+01          2.6296924669E-01          3.2433576959E-01          3.2228054544E-01          3.0812426072E-01          2.7487742262E-01          3.3899526048E-01          3.3691046563E-01          3.2207972629E-01          5.3571871325E+02          1.9710424815E+00          2.0354710834E+00          2.4948577208E+00          3.4408795402E+01          0.0000000000E+00          5.3789026867E-01          7.7486047884E+01          2.8335689358E+00          1.4200474029E+02          4.2930922973E+02          3.4428888123E+01          
2021-09-30                01:25:14.819              272.01753264              6528.420783               273.01753264              1632957914.820            0                         963                       1.3999672318E+02          4.5000104268E+01          3.5937500000E+01          4.5246554057E+01          4.4999285380E+01          4.6000000000E+01          0.0000000000E+00          2.9294987305E+04          1.0000000000E+01          2.7699184539E-01          3.2181926551E-01          3.2045379732E-01          3.0830337725E-01          2.8951553748E-01          3.3636341185E-01          3.3500095023E-01          3.2226647046E-01          5.3428733068E+02          1.9710356558E+00          2.0353500766E+00          2.4905729086E+00          3.4666687730E+01          0.0000000000E+00          5.3789026867E-01          7.7620440175E+01          2.8335689358E+00          1.4200474029E+02          4.2930922973E+02          3.4428888123E+01          
